Movie_Name,Comment
一年级生 The First Grader,一次被教育权利的争夺，一场关乎尊严的捍卫！
一年级生 The First Grader,感觉得到那种不易和辛酸 有点生硬
一年级生 The First Grader,很一般的电影，借教育问题影射政治，不喜欢~
一年级生 The First Grader,可以拍得更好
一年级生 The First Grader,旧事不忘，以学为忆。
一年级生 The First Grader,三星半。。对我来说比较无感。总觉得这么规整的镜头和肯尼亚的现状不太相符，男主角深刻的回忆也和校园不太融合。。比较常规的励志片。ps：都能直接上访见到国家领导。。肯尼亚也够民主了。。
一年级生 The First Grader,"忘記M了,香港人對反殖民應該是沒甚麼共鳴的"
一年级生 The First Grader,有一封信，我必须认识字，我必须自己读。
一年级生 The First Grader,非洲大草原上的一所乡村小学的校服都比我们的要好看。
一年级生 The First Grader,故事是个好故事，应该可以拍的更好
一年级生 The First Grader,事件的敘述如果站在茅茅的角度可能並不是這樣吧。。
一年级生 The First Grader,"以兩條支線講述主角的過去和現在,但轉換略為生硬,有欠流暢,高潮一段戲也略為突兀,整體一般,但主角的執著還是很動人的"
一年级生 The First Grader,英国人自己拍的，自我反省，对许多拒不认错的国家来说是多么的讽刺。
一年级生 The First Grader,不了解历史，感受不了
一年级生 The First Grader,英国人民凑钱买彩票，发完奖过后生剩下的拿给英国影像协会拍电影，揭露大英帝国当年的混账事——素质啊……
一年级生 The First Grader,剧情毫无悬念，但是确实值得一看。
一年级生 The First Grader,受教育的公平比物质的公平重要 得多，思想的解放、不奴役，才是真正的自由
一年级生 The First Grader,最近看了好几个关于教育求学的电影，孩子是一个民族的未来
一年级生 The First Grader,要表达的主旨太多且互相砸场子。
一年级生 The First Grader,拍的不差，但隐隐觉得其实完全可以拍的更好。音乐和特产镜头很棒。
一年级生 The First Grader,追求最后的认可与尊重就是为了去美国给联合国的政客演讲？！。。
一年级生 The First Grader,战争、种族主义、政治……想讲的东西太多，重心有点散乱，煽情略过。
一年级生 The First Grader,can't we just put the past behind us :)
一年级生 The First Grader,政治无感
一年级生 The First Grader,故事简单但是好故事，讲故事的方法有点俗气
一年级生 The First Grader,马鲁格的人物设计有着明确的象征意义，叙事偏向宏大，略有主题刻意的嫌疑，对比同时看的《Yesterday》而言我更喜欢非洲人自己生产制作的后者。他者的表达和描述，不论其姿态对等的努力有多可观，终究是某种其他视点下的揣测和琢磨吧。
一年级生 The First Grader,最后还出现了奥巴马的竞选词yes we can
一年级生 The First Grader,当影片站在正义的制高点时，往往会忽略一些关于电影的本身的问题，故事好，讲述的平平无奇。
一年级生 The First Grader,o people my people
一年级生 The First Grader,为什么黑人演员的眼白好多是黄色的？
一年级生 The First Grader,有点闷，那么高分，看得我几次出戏。就那样吧。
一年级生 The First Grader,这个世界上还有很多段未知的历史，肯尼亚的故事就是其中之一。通过小人物，讲述更多。
一年级生 The First Grader,纪录片呀
一年级生 The First Grader,挺好，但我不会推荐
一年级生 The First Grader,看了几个星期总算看完，不对我的口味。很淳朴的片子，算是励志片吧！这么老的人都在努力，你有什么理由偷懒！！！
一曲难忘 A Song to Remember,看完这片我觉得李斯特和肖邦才应该是一对嘛！从肖邦初到巴黎到最后死掉，李斯特才是一直在他身边的人啊！这里的乔治桑太讨厌，教授又太自欺欺人，肖邦从有志青年到因为女人沉沦再到最后觉醒……只有李斯特比较正常。真是让人无语的一部传记片啊。。唯有音乐可以拯救如此的无聊了。（31）
一曲难忘 A Song to Remember,色彩很好。可惜歪曲了乔治·桑。肖邦的形象似不够丰满。比如传记里写他曾经常去波兰乡村，在那里熟悉了波兰民族音乐，从而丰富了自己的音乐语言。波兰风味渗透了他的音乐。这在电影里都看不到。前半部电影饶有趣味，后半部似有些脸谱化了，太过戏剧性。教师的形象倒是比较丰满。至于历史上的乔治·桑，也不会那么自私吧，她写了一些反映工人和农民生活的小说，应该不像电影里说的那样只知道关心天才，鄙视普通人。
一曲难忘 A Song to Remember,最毒不过妇人心。
一曲难忘 A Song to Remember,初中音乐课上看的。有机会应该再看一次。
一曲难忘 A Song to Remember,乔治桑果然很剽悍。喜欢几个男配，李斯特啊、巴尔扎克啊~
一曲难忘 A Song to Remember,法国文学史~其实袁老师的POINT是De Musset 和 George Sand
一曲难忘 A Song to Remember,这片子就是热爱性别歧视的人拍出来黑乔治桑的。
一曲难忘 A Song to Remember,被学校要求回家在电视上看的电影，这样实在没意思
一曲难忘 A Song to Remember,不是我想象中的乔治桑……
一曲难忘 A Song to Remember,很难看的一部片子，李岚清一类的老同志喜欢，说明他们年轻过。
一曲难忘 A Song to Remember,关于肖邦和乔治桑。年青的肖邦捧着波兰的泥土离开祖国。
一曲难忘 A Song to Remember,是这部电影让我初识乔治桑。
一曲难忘 A Song to Remember,穿粗布衫的和穿燕尾服的终究要分手
一曲难忘 A Song to Remember,究竟有多少音乐老师在课上放了这部电影啊……我们似乎是看了三节课才看完
一曲难忘 A Song to Remember,早就忘了具体情节，但是却记得这是乔治桑的形象第一次出现在我眼前，也还记得胡老师，不知道他现在可好。
一曲难忘 A Song to Remember,纪念肖邦，人物造型都很到位。教授真可爱，音乐很赞。伟大的音乐美，伟大的人格更符合主旋律~喵~
一曲难忘 A Song to Remember,片里的乔治桑真恶心
一曲难忘 A Song to Remember,大学时，上某个政治之类的课看的。
一曲难忘 A Song to Remember,原谅我，下的版本忒烂
一曲难忘 A Song to Remember,ʕ•̫͡•ʕ*̫͡*ʕ•͓͡•ʔ-̫͡-ʕ•̫͡•ʔ*̫͡*ʔ-̫͡-ʔ，打卡。
一曲难忘 A Song to Remember,大概只有音乐不会受到批评吧。为什么把人物塑造得这么干瘪，肖邦就是一个没有主见容易被人摆布的人，一言不合就出走再不跟教授联络是很无情。教授和乔治桑都是爱控制他的人，最后妹妹跳出来指责他不肯豁出性命来筹钱逻辑也奇怪。每个人的立场都没错，但能不能不这么极端。最可爱的就是李斯特了。
一曲难忘 A Song to Remember,肖邦 一曲难忘
一曲难忘 A Song to Remember,音乐课看的 可能是功力有限 没看出哪儿好
一曲难忘 A Song to Remember,音樂課上放過N遍啊
一曲难忘 A Song to Remember,女人什麽的都是紅顏禍水，只有基友（師生play？）才是一生真愛- =… 所以導演編劇是有多討厭喬治·桑……把她刻畫得像妖女一樣囧。
一曲难忘 A Song to Remember,肖邦是真实的，他爱过的人和事物都是他真实的感情。
一曲难忘 A Song to Remember,-_-1、没有李斯特便没有肖邦，人才若没有舞台便只能黯淡无光。2、有才华懂进退才是真正的智慧。3、尽管天下间女人的爱都自私狭隘但爱上一个妓女和才女还是有区别并深刻影响着你的命运的。4、把生命交给别人好名声只存在于别人茶余饭后的冷言冷语中，不值。
一曲难忘 A Song to Remember,50. 音乐课上放得 听说改变了史实 所以印象不佳
一曲难忘 A Song to Remember,搜其他电影的时候有这部推荐出来，突然想起来高中的时候看过。那个年代的灯光布景不能要求太高了，作为电影的话，情节发展和整体气氛节奏有些转折感觉有点突兀，这是这部电影留给我的大致印象。
一曲难忘 A Song to Remember,肖邦·····啊
一曲难忘 A Song to Remember,"男猪怎么选的！！一""一扑面而来的叶尼塞河纤夫般的朴实是怎么回事啊摔！！"
一曲难忘 A Song to Remember,摇拍中景对话摇拍中景对话摇拍中景对话摇拍中景对话摇拍中景对话
一曲难忘 A Song to Remember,"并不客观,音乐很美"
一曲难忘 A Song to Remember,在我们那个年代，重点高中的音乐课要比一般高中的音乐课上得走心一些。在那个以高考为最终目的年代，高二还没有取消的音乐课，便成为学霸们自动忽略的一门课，作为重点班学渣的我，在寥寥无几的教室里，分两次课看完了这部电影，在那段非黑即白的日子里，这些便是生活中的色彩，当然，我的色彩不止如此
一曲难忘 A Song to Remember,老片子很有味道，但与史实不太相符，另外男猪脚太阳光帅气了，一点也不像肖邦~
一曲难忘 A Song to Remember,只能说记录了肖邦的一生，还不够丰满，但是在1945年，已经算是很棒的电影了吧。
一曲难忘 A Song to Remember,讲真，这样的戏说我欣赏无能。然而一听到这些旋律我还是会激动到不行，尤其是波罗涅兹！与其当成传记片，不如当成音乐鉴赏普及片来看，更能接受一些。三星全送给伟大的音乐。
一曲难忘 A Song to Remember,搞笑的professer 乔治桑小姐可以把额头盖起来吗?
一曲难忘 A Song to Remember,是高中英语课的电影吧。
一曲难忘 A Song to Remember,波兰舞曲好好听哦
一曲难忘 A Song to Remember,大二的外国音乐欣赏课 去过大概四次吧...
一曲难忘 A Song to Remember,小时候在音乐老师的推荐下看了这片子。人物转折有些生硬，据一些评论讲也是不符合史实的。虽然可能黑了乔治桑，但这样的女人真的很带劲儿。
一曲难忘 A Song to Remember,肖邦与乔治桑
一曲难忘 A Song to Remember,2013.04.10 古典音乐：门德尔松、李斯特和肖邦。  老师果然是学音乐、教音乐的，电影一开场里的各种配乐的名字都说得出来。《降A大调－波兰舞曲》。。少年肖邦的角色表演得稍显青涩。那年的电影，弹钢琴时，都不用很炫很花哨的镜头表现。。跟音乐老师一起看电影就是不一样！！
一曲难忘 A Song to Remember,艺术是高高在上的还是属于全民的，教授和那个强势的女人到底谁对谁错？
一曲难忘 A Song to Remember,音乐课上看的，现在只对乔治桑有印象
一曲难忘 A Song to Remember,简单滴剧情，悠扬滴音乐，这些已足够……
一曲难忘 A Song to Remember,音乐课上看的。。。我在碎觉，受不了中文配音。。。电影还不错
一曲难忘 A Song to Remember,音乐课上看的，各种拧巴。
一曲难忘 A Song to Remember,CCTV1“名著名片欣賞”回憶之一...似乎對George Sand的印象比較深刻(這麽T的女人本來是不討喜的，可這位偏偏能夠俘虜我，冤孽冤孽)..Chopin還是Hugh Grant扮起來更合心願，是吧？
一曲难忘 A Song to Remember,琴声深入灵魂啊
一曲难忘 A Song to Remember,中规中矩
一曲难忘 A Song to Remember,高中老师给看的音乐传记，梅尔奥博朗演george sand实在hold不住，她本身也属于演技比较差的类型
一曲难忘 A Song to Remember,不造有几分是野史几分是杜撰，不过上个音乐课听听钢琴曲看看电影还是很美妙的哈哈哈哈哈，另，从头至尾都觉得是george sang因为强大的占有欲毒死了肖邦……红颜祸水天妒英才啊啊啊啊
一曲难忘 A Song to Remember,不错不错，就是有点假大空，对于肖邦的现象塑造过于完美了
一曲难忘 A Song to Remember,哪有写得这么好，想了解肖邦的不用看了，想没事找点乐子的可以看看！！！这居然是我们西方音乐史 课上老师放给我们看的片子......
一曲难忘 A Song to Remember,以意识形态压倒艺术
一曲难忘 A Song to Remember,爱情诚可贵，爱国价更高。
一曲难忘 A Song to Remember,老师你放这个还扯到了百年孤独这样真的好么...
一曲难忘 A Song to Remember,离别曲
一生只为一事来,教师节作为政治任务包场看的。没有想象的那么糟，但我们的主旋律电影，总有种化神奇为无聊的独特功效，开始还好，越到后面说教味越重，简直是一篇有声版的先进事迹报告。
一生只为一事来,中国人物传记电影的通病，主角拔得太高以至于脱离了人物本身所应该具备的人性，太过圣人化。整部电影里最完整的人物我觉得是罗如意，反而让我很感动，这才是真实的人生人性。
一生只为一事来,鸡汤味颇浓，有几处刻意煽情
一生只为一事来,煽情太刻意
一生只为一事来,好题材，拍坏了。
一生只为一事来,教师节活动，电影的题材很好，这样一位支老师值得所有的老师尊敬、学习，但是女主角演技不佳，形象气质不佳，给人一种不适感，少年董大山的演员很帅气呀，长得像吴亦凡。
一生只为一事来,"虽然是任务片子，但拍得还挺朴实耐看的。前半段不错，后半段开始落入俗套了。有刻意煽情，但电影院里大家仍然哭得稀里哗啦。演技上，女主角有些地方有点僵硬，反而小男孩很灵动，巩汉林也很稳。
不管怎么说，致敬教师和注重教育的主题都是很好很好的~"
一生只为一事来,还是有点假大空，星星全给支月英老师本人
一生只为一事来,支老师用一生的时光温暖了这座大山和所有的残酷与遗憾。今天刚好教师节，助所有老师节日快乐。
一生只为一事来,"小孩子不错
煽情煽的过分了
不过真实事件改编总是让人流泪"
一生只为一事来,故事太过美好，唯有最后集体照的支老师是可怜人，支教辛苦还很多不承认教龄的，支老师辛苦
一生只为一事来,一个在山上独自生活十年的坚强教师，却在风雨中连个摩托都推不稳，不少地方为了煽情过分刻意令人尴尬。电影节奏乱得一塌糊涂，穆婷婷的脸和演技双倍让人出戏，但是原型母亲还有个别小演员的演技真的很优秀。三星全部给电影原型本人。“若是心里存了条上山的道，那就什么也挡不住我的路。”
一生只为一事来,有熟悉的地方，熟悉的感觉。
一生只为一事来,纷繁浮躁的物质社会，有着这样一群人为理想为祖国的未来，甘于清贫勇于奉献，他们就是支教老师，电影就是讲述他们其中的一位优秀的代表，“不是因为有希望才坚持，而是因为坚持才有希望”，致敬！
一生只为一事来,学校组织教师集体看这部片……话说支老师扮演者的双眼皮割得也太差了 出戏了
一生只为一事来,学校包场的电影，有两个画面很感动，一个是支月英差点离开时，放牛的小孩大声说过了年就去读书，一个是大山说他希望输掉打赌，全力奔跑越过山林，幻想自己劝支月英离开，支月英说只要心里藏着学生，谁也挡不住上山的路。
一生只为一事来,一星给教师这个职业，一星给支月英的事迹，一星给单位组织这次党员教育专题活动。
一生只为一事来,主角演技力度不够，浮于表面。徐梓涵这位小演员是最大的惊喜。
一生只为一事来,公司组织的观影。电影情节安排的有些不太好，但给教师这个职业。
一生只为一事来,致敬支月英老师。ps.剧本可能是一篇高中作文。
一生只为一事来,学校组织的片，感谢这个电影，补了前一天12点多才睡的觉…
一生只为一事来,学校组织我们一起看的。当然，要致敬支月英老师，真的了不起。
一生只为一事来,孩子们遇到一位好老师，是他们的一辈子的幸运！
一生只为一事来,教师题材的电影其实挺难拍的，看完之后感觉肃然起敬，少拿点钱也无所谓了
一生只为一事来,这么好的题材拍成这样对的起支老师吗？能理解导演想表达很多东西，但是结果是什么都没表达好，很多地方都太突兀不够自然呀，同样的题材放牛班的春天和垫底辣妹就好多了
一生只为一事来,估计这种电影没多少人看啊，但其实可以支持下的
一生只为一事来,里面有很多非常有才华的演员加盟。
一生只为一事来,艰难岁月没有让支月英产生退却，反而是村民们的冷漠和不理解，才是深深的伤害到她了
一生只为一事来,"罗如意们的生活，怎么就这么难？
仅靠支月英老师的付出，如何改变罗如意的命运？!"
一生只为一事来,导演非常有才华，演员的演技也非常好
一生只为一事来,"看之前：一个中国好老师，一个感动的故事。
看完后：原话，前面加上“可惜了”仨字……
"
一生只为一事来,当今浮躁的社会真的很缺乏支月英老师这样坚持到底，无私奉献的精神！
一生只为一事来,身为老师才知道做老师的不易，能做到支月英老师这样无私奉献，默默付出真的很难，不过我还会因为成为一名老师而自豪～电影有点假，还有点尬，不过还是挺感人的～
一生只为一事来,在教师节来临之际，去看了这个电影，作为刚从一名学生转变为老师的人，感触很深！以前是学生，不懂老师。现在作为一名教师了，看着自己所带的孩子，对他们寄语了很高的期望，希望他们能健康快乐的成长。看着女主放弃了城镇富裕的生活，扎根在边远的山区，为了山区的孩子奉献了一身。最喜欢里面的一句话“不是有了希望才坚持，而是有了坚持，才看到了希望！”董大山最后走出了大山，离不开女主的付出！
一生只为一事来,还不错
一生只为一事来,穆婷婷从年轻演到年老，太棒了，这对演技有着极高的要求啊！
一生只为一事来,董大山小时候那些调皮捣蛋的样子真的让我想起了年轻时的我自己！
一生只为一事来,一颗星给关注教师职业的电影人，两颗星给支月英老师以及无数像她一样坚守在乡村一线的老师们。前半段接地气很感人，同为一线教师感受到那份为学生和教育全心全意付出的仁爱之心，眼泪忍都忍不住。后半段剪辑混乱，刻意煽情，旁白尴尬到不忍直视。本可以把旁白拍成具体的故事，写给学生的信件可以用书写的方式读出来。失去了实际事件的支撑，参天大树是突然长成的，学生是突然成才的，无数没有细节的细小往事混乱交错。导演大概是忘了为什么支老师如此让人感动，是知识改变命运，是教育改变的人生，是老师的坚持影响了孩子的人生观。另外，一群江西村民操着北方口音太出戏了。这么好的题材，这么感人的故事，本来可以引领一波热潮，如支老师最后所说让大家关注乡村教育，结果拍成这样真是遗憾。
一生只为一事来,电影情节带动情感层层递进，渗透你的内心防线，最后点燃你的泪腺！
一生只为一事来,真人真事改编，很感动，但叙事手法和演技上还需提高，小演员们倒是不错
一生只为一事来,老演员还是与众不同的，王姬虽然戏份算不上多，但依然给我留下了很深的印象。整体故事讲的还行，算是有亮点，有些地方情感处理还可以
一生只为一事来,主题很好 表现手法以及剧本来说  很不怎么样 就不能换个方式表现吗 要讲的太多 中心不突出 最好的支教电影 我觉得是美丽的大脚 非常真实 人性展现的淋漓尽致  这个实在太主旋律了 勉强 打个三星 看在演员们真挚表演的份上 另外 老年支月英的装画的真够假的 无力吐槽 
一生只为一事来,山坡茂密成林，不知山路间有过多少滂沱大雨。十年树木，老师还留着当年打赌时的弹珠。打了一个希望会输的赌，你赌我会留下，我怎么会让你输。不是因为我们看到了希望才去坚持，而是因为坚持了才有希望。若是心里存了上山的路，那无论什么都挡不住。最后拍集体照的摄影师便是支月英老师客串，坚持不易。
一生只为一事来,"两星全给支月英老师事迹本身。导演水平堪忧……大跨度传记电影完全掌控不了。
开头代入感差，各种生活不适、问题和捉弄僵硬，感情线构建不起来。与学生互动的事件太散，对教育的热爱和信念体现不足。前段弱直接导致同学归来回忆撑不起来，后半段尴尬闪回和升格真没必要。
女主演不太行，台词功底扣分，矫揉造作比老师本人差远了。道化服不适合大时间跨度。
结尾客串好评，这才是真实的支月英啊！致敬。
ps 支老师本人首映表示影片没有虚假的部分，勾起很多回忆。但我觉得导演没把观众带入回忆。"
一生只为一事来,单位组织看的，我真的受不了了！！！！什么破剧本，什么演技，什么导演！？？？？？难道教师题材没得写了吗？？？？
一生只为一事来,台词说教意味太浓，而且脱离实际，生硬强行
一生只为一事来,求求单位不要再占休息日搞团建了
一生只为一事来,为爱煽情，中国好题材摧毁中…
一生只为一事来,哎，这题材非的这样拍吗？
一生只为一事来,完全是电视电影的拍法……
一生只为一事来,为支月英老师鼓掌👏我真正感到难过的是，支老师充满奉献的一生她做错了什么？？？为什么要拍这种电影侮辱她？？
一生只为一事来,拍好主旋律影片的前提应该是影片，而不是主旋律。摇臂升格随便垒在一起，人物扁平毫无生气，剧情推动是先天的而不是动态的，浮得要命，这就是不尊重电影本身。
一生只为一事来,"单位组织观影，查考勤那种。
真人经历可能感人，但剧组拍摄跟主演表现首先就是对乡村教师的不尊重。还有，有拍片的钱，观影的钱，能直接支教吗？！"
一生只为一事来,太假。呵呵
一生只为一事来,星只给真实人物原型
一生只为一事来,政治学习 演技感人
一生只为一事来,呵呵呵
一生只为一事来,编剧真的是尬到死啊  不停的在生搬硬套 叫感动中国人物组来比你这个好一百倍
一生只为一事来,单位包场，董大山小演员好像炮王～
一生只为一事来,"老师有耐心，教多少遍都不嫌烦是多么重要呀
（我是不行）
教小孩子科学知识，人都会变聪明的
后来班上最聪明的男生走出了大山，大学毕业回来看望老师，发现老师变得接地气，可能是被生活所磨砺、反而倍感心酸
最后被真实故事改编的，还是很感动的"
一轮明月,不能对这种片子要求太高
一轮明月,濮存昕可以这么多才多艺
一轮明月,大病从死，小病从医，赞同！！
一轮明月,主题很好，人物塑造未免过于高、大、全了一些，也隐约透着点说教味，不过还是值得一看，一星给弘一法师，一星给濮存晰，一星给影片还原的时代风貌
一轮明月,拍成了弘一法师大事记。表演与取景都是今人今味。最后一幕，满池的莲花灯简直雷人。取景西湖时应该避开雷峰塔才是，因为当时旧塔还未倒掉。李叔同与马一浮初见在蒋庄拍摄，而实际上马入住蒋庄是1950年以后的事。
一轮明月,如果配乐能再讲究些就对得起弘一法师了
一轮明月,三处落泪，和三段音乐有关：一是李叔同怀念逝母，边弹边唱，母亲之情。二是将长亭外古道边词附如曲中，边弹边唱，汉语之美。三是身为出家人，也不忘谴责日寇暴行，呼吁救国，家国之气概。
一轮明月,李叔同的流水账
一轮明月,这周正好开始读弘一法师的学佛开示，无意中寻得此片，也算一桩缘。
一轮明月,看的不是电影是佛学！什么是爱，爱是慈悲！
一轮明月,弘一法师，长亭外，古道边，芳草碧连天。
一轮明月,1、剧中蔡元培把“缜密”念成了“慎密”；2、濮存昕和徐若瑄两个人日语对谈让人忍俊不禁；3、浙江省立第一师范的教学楼应该是在厦门集美一中取的景；4、“叔同，日本的和尚可以带家室，不如你来日本出家吧”“不，我是中国人，要做中国的和尚”5、我发现弘一法师的人生轨迹和我的旅行线路差不多欸
一轮明月,濮存昕男扮女装演茶花女，有伤风化。
一轮明月,主旋律风格
一轮明月,看这部电影是在东大的礼堂看的，当时濮存昕还来跟我们聊这部电影
一轮明月,怎么说呢，可能是下载的效果不好。
一轮明月,这部电影的好，是李叔同这个大尺寸人物本身的魅力而来。
一轮明月,濮存昕演得好，不同阶段真得演出了不同感觉。但剧情和谐，脱不出中国况味。传记类电影总为弘扬一种东西逃不过说教面孔。
一轮明月,CCTV6看的……今天得蒙姑娘提醒，记起曾经看过这个
一轮明月,开头和结尾的老牛让我一见就想到了’ちはやぶる‘，前半段把弘一法师塑造成任性出走的少年了，害得我一直都在想弘一法师是什么星座的，不过，老颜无论是妆容还是演技到都是很赞的~
一轮明月,佛即明月，心水映之。大师风骨令人敬仰
一轮明月,没有期待中的好。喜欢两个场景：弘一和印光法师的对手戏，还有弘一法师的行走。律宗强调持戒，在此过程中消弭自我。就电影内容而言，想到了顾彬对莫言文学的批评。
一轮明月,说实话有点烂
一轮明月,我们很多人对于出家都有误解和不解，其实它只是一种生活状态，一种人生选择，一种精神追求。 丰子恺说，人生的活法可以分为三层：物质生活、精神生活、灵魂生活。物质生活指衣食，精神生活指文学艺术，灵魂生活指宗教。 
一轮明月,要惜福。
一轮明月,天心月圆，精神上的感染，何时不在？有道是：大病从死，小病从医，医者，父母心。肉体病易察，烦恼即菩提，有多少人在探寻？再好的故事，不过是人物志，难免啰嗦，吵杂，流水账。议论纷纷，拍不出弘一大师的气质来？各有所爱隔山海。主旋律，太高大上？难道大师的佛教史，不是主通道？不再一一列举。个人愚见：造型优美，配乐浮华。母子之情，夫妻之情，师生之情，割舍不明，高分突破，难
一轮明月,初中时美术课上老师一起看的
一轮明月,导演明显没把握好节奏．
一轮明月,有形无神；孤苦一人
一轮明月,是一部很安静的电影，是一部与佛法有缘的电影。但此片还是有传记片的通病，既流水账叙事，不能突出重点。
一轮明月,好故事但不是好电影
一轮明月,不熟悉李叔同的可以一观，基本能对弘一法师的一生有个概括性了解
一轮明月,电影不怎么样，主要是弘一这个人比较牛叉。
一轮明月,1.太流水账了，没侧重；2.最后高潮竟是救国，我感觉有点把弘一法师拍偏了；演员都很好啊！
一轮明月,具象的画面总是缺失了文字描写的神韵。
一轮明月,就是片段的集合，太过主旋律
一轮明月,弘一法师
一轮明月,以儒济世 以道修身 以佛治心 + 以美育过日子
一轮明月,太想表达更多 反而散了没那么深刻了 就像是一个个感人故事的拼凑 人生如梦 很难有人像弘一法师一样总是在从心的做选择 不在乎世俗 甚至可以抛弃妻子 濮存昕不错 徐若瑄也很美 这样的搭配却让人说不出来的膈应 作为人物传记故事 还是很全面的
一轮明月,表现力太弱了，人物形象不突出。
一轮明月,要惜福啊！以儒济世，以道养生，以佛修心。
一轮明月,了解了一个清末官商之家的三少爷，日本留学的学生，回中国传播西洋音乐美术的老师，舍弃世间爱情清贫传播戒律的弘一法师，教出了丰子恺画家的前辈
一轮明月,叔同？/请叫我弘一。/弘一法师，请告诉我什么是爱？/爱就是慈悲。/慈悲对世人，为何独独伤我？
一轮明月,多一星给弘一法师。
一轮明月,在釜托禅寺看的一部佛教电影，讲述弘一法师，算是一种不一样的体验吧😄
一轮明月,徐若瑄太减分了！！“繁华声 遁入空门 折煞了世人 梦偏冷 辗转一生 情债又几本” 这两句词就像是专为李叔同写的。。。在杭州发现的又一生命无比丰富的牛人，绚烂至极而后归于平淡……也许是“天下有道则现，无道则隐”。。。也许是物质与精神生活都已餍足，所以转向宗教修炼灵魂。。。
一轮明月,流水账，没有对人生重要事件的深度挖掘，也没有片名的浪漫情怀。可惜了表演。
一轮明月,还好
一轮明月,弘一法师弹钢琴悼念母亲的那一段 太精彩
一轮明月,后半部分比前半部分好
一轮明月,一轮明月耀天心，世间难得此一人。
一轮明月,非常舞台剧的设计，濮存昕演出了风流倜傥的一等样貌和慈悲心。每个人都在寻找出口，安放自己的心
一轮明月,题材很好 但是总有一种话没说完的感觉 对弘一法师各个时期的心理变化的铺垫有些交代不足 故而显得生硬或者有意为之
一轮明月,我敬仰李叔同的才华，更崇敬弘一法师的德行。因为看了濮存昕的书《我知道光在哪》才动念看了电影，他在电影里的演技是克制的，我更喜欢弘一的部分，濮清瘦的身型，沉静的面容让人更能体会弘一对佛法的虔诚与钻研，也更体现濮的演技。整部电影很清淡，就像一轮明月静静荡漾心间。
一轮明月,在日本留学多年的李叔同（濮存昕 饰）终于回到了魂牵梦绕的祖国，当时正置辛亥革命成功，他为共和欢呼，并出仼《太平洋报》副刊主编，憧憬国家美好未来
一轮明月,一代宗师呀，了解了弘一大师
一轮明月,#一轮明月#对弘一法师的一生叙述得顺畅，但对他决心出嫁皈依佛门的那段描述不够啊，能促使他“放弃那么多的人生乐趣”和“姻缘前定”的妻子的原因...
一轮明月,浮华一梦，终会醒来。
一轮明月,很平淡的讲完了一生，最后满池河灯中乘船离去，跟前面的内容太违和了，弘一法师一定也不愿意自己留给世人的背影是如此绚丽浮华的……
一轮明月,虽然拍的有点流水账，用一个多小时把弘一大师的一生简要概述确实为难，个人感觉没有把弘一法师的佛学思想以及最终的感悟“悲欣交集”说明白，甚至都没提。但是还是值得作为佛教了解的入门电影，值得推荐。
七小福,勉强及格。“那你会什么乐器？”“收音机，我最会转台了”成龙好色又敢勾搭这点，这片子不避讳反而作为中段的重要元素来呈现。《南海十三郎》是致意全港编剧，那本片就是送给香港武行了（可能局限于戏曲武生这一脉）。不要被标题七小福蒙蔽，其实全片的主角是于占元、洪金宝和成龙（演成龙的小演员选的很像），七小福乃是代指，导向这破败戏曲学校的学生、这片场里挣扎的巨星抑或龙套、这时代嬗变中的你我。对《霸王别姬》的使用和后来陈凯歌的片子有互通之处，然而这因戏成痴的副线有些硬塞进来的意思，林正英的片场撒癔也来的生硬（当然他也可能是装疯来避免师兄一群人来蹭住，呵呵狡猾）。全片基调还是很稳的，那些对师徒情谊的描画也举重若轻，只是中段的种种青春意气加的有些散漫了，这类电影本来如此，但本片缺乏侯孝贤等人的气韵
七小福,武行里洪金宝算是很有表演跨度的了，片中也尽量悠着去演，可仍没达到与影片名声相匹配的预期，并不是没有打戏的问题，因缺打而否定则错在观众。关键是7080年代的港影整体状态（特别是演员表演风格）过于夸张外放，绝配喜剧戏说，不适纪实白描，即使主观压制也很难达到欧美同类型作品的平实细腻感。
七小福,艺术性说不上有多少，不过拍的很平实。虽然港片在视听语言上只求到表意程度，没力求上升到表魂境界的不足依然存在，但对师徒情，对传统文化的怀恋，都算呈现的挺富有感情了，买蛋糕和乌龟垫这些比较有味的小桥段来源于生活真实吧。相对元家班其他成员，洪金宝的表演跨度真的高出其他人一大截，尤其眼神表现力刚柔相济，与一些香港大师级导演和合作中以及几部纯文戏的电影里，都颇有人物神采，能深入角色。
七小福,這是一部對香港電影史極有紀念價值的作品，它以工整劇作、穩健的調度功力，講述「七小福」從京劇至投靠電影圈做替身的經過。主角圍繞三毛和陳港生 (日後的洪金寶及成龍)，以及洪金寶飾演的于占元，演自己師傅教訓小時候的自己，想必心情複雜吧！成龍沒客串是個遺憾。當年獲得金馬獎最佳劇情片和最佳導演，但日後影史百大華語片卻沒有它的位置，如今也慘被遺忘，可惜。
七小福,20190518le。七小福的故事，罗张文艺风，一股伤感之气。其实本可以视野更加开阔，照观整个香港的，但导演只是将其对准七小福的童年。洪金宝演的用力，林正英演的出色。做戏先做人，于占元带出的徒弟挺出色的。3.5
七小福,三年出个状元，十年出不了个唱戏的
七小福,看戏的是傻子，演戏的是疯子。
七小福,生旦净末丑，神仙老虎狗。捱到山穷水尽，鞋底都磨穿，天不知地知，你不知我知。
